,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost (Singular),Original Price,OrderDate_x,ShipDate,Product cat,Product Subcat,ProductID,OrderPID,CustomerID,OrderDate_y,ProductPID
10,CA-2020-111213,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009,East,FUR-CH-10000454,Furniture,Chairs,1317.492,6,0.1,292.776,170.786,243.98,2020-04-01,2020-04-05,FUR,CH,10000454,944,FP-14320,2020-04-01,2
11,CA-2018-132451,First Class,KF-16285,Karen Ferguson,Home Office,United States,San Diego,California,92105,West,FUR-CH-10000454,Furniture,Chairs,585.552,3,0.2,73.19399999999996,170.786,243.98,2018-09-26,2018-09-27,FUR,CH,10000454,3323,KF-16285,2018-09-26,2
12,CA-2020-124590,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,44134,East,FUR-CH-10000454,Furniture,Chairs,1537.074,9,0.2999999999999999,0.0,170.786,243.98,2020-11-12,2020-11-16,FUR,CH,10000454,3690,SP-20920,2020-11-12,2
13,CA-2021-108035,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chattanooga,Tennessee,37421,South,FUR-CH-10000454,Furniture,Chairs,390.368,2,0.2,48.79599999999998,170.786,243.98,2021-11-29,2021-12-03,FUR,CH,10000454,4604,TT-21070,2021-11-29,2
14,CA-2020-105746,First Class,BD-11605,Brian Dahlen,Consumer,United States,Lancaster,Pennsylvania,17602,East,FUR-CH-10000454,Furniture,Chairs,170.786,1,0.2999999999999999,0.0,170.786,243.98,2020-12-30,2021-01-01,FUR,CH,10000454,3547,BD-11605,2020-12-30,2
15,CA-2021-105823,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Detroit,Michigan,48227,Central,FUR-CH-10000454,Furniture,Chairs,487.96,2,0.0,146.388,170.786,243.98,2021-06-22,2021-06-26,FUR,CH,10000454,2170,RB-19465,2021-06-22,2
16,CA-2020-138688,Second Class,DV-13045,Darrin Van Huff,Corporate,United States,Los Angeles,California,90036,West,OFF-LA-10000240,Office Supplies,Labels,14.62,2,0.0,6.8714,3.8743,7.309999999999999,2020-06-12,2020-06-16,OFF,LA,10000240,18,DV-13045,2020-06-12,3
17,CA-2019-113110,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-LA-10000240,Office Supplies,Labels,14.62,2,0.0,6.8714,3.8743,7.309999999999999,2019-03-19,2019-03-23,OFF,LA,10000240,3265,BK-11260,2019-03-19,3
18,CA-2018-117345,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-LA-10000240,Office Supplies,Labels,17.544,3,0.2,5.921099999999998,3.8743,7.309999999999999,2018-08-01,2018-08-05,OFF,LA,10000240,1312,BF-10975,2018-08-01,3
19,CA-2021-100748,Standard Class,RB-19795,Ross Baird,Home Office,United States,San Francisco,California,94110,West,OFF-LA-10000240,Office Supplies,Labels,58.48,8,0.0,27.4856,3.8743,7.309999999999999,2021-05-13,2021-05-20,OFF,LA,10000240,2284,RB-19795,2021-05-13,3
20,CA-2019-105690,Second Class,CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,77642,Central,OFF-LA-10000240,Office Supplies,Labels,11.696,2,0.2,3.9474,3.8743,7.309999999999999,2019-11-21,2019-11-26,OFF,LA,10000240,4741,CA-11965,2019-11-21,3
21,CA-2018-114314,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fayetteville,Arkansas,72701,South,OFF-LA-10000240,Office Supplies,Labels,7.309999999999999,1,0.0,3.4357,3.8743,7.309999999999999,2018-10-11,2018-10-15,OFF,LA,10000240,4345,DB-13555,2018-10-11,3
22,CA-2020-144764,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60623,Central,OFF-LA-10000240,Office Supplies,Labels,29.24,5,0.2,9.8685,3.8743,7.309999999999999,2020-09-02,2020-09-08,OFF,LA,10000240,1216,RL-19615,2020-09-02,3
23,US-2019-108966,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Fort Lauderdale,Florida,33311,South,FUR-TA-10000577,Furniture,Tables,957.5775000000002,5,0.45,-383.03100000000006,268.1217,348.21,2019-10-11,2019-10-18,FUR,TA,10000577,85,SO-20335,2019-10-11,4
24,CA-2019-106320,Standard Class,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,84057,West,FUR-TA-10000577,Furniture,Tables,1044.63,3,0.0,240.2649,268.1217,348.21,2019-09-25,2019-09-30,FUR,TA,10000577,411,EB-13870,2019-09-25,4
25,US-2021-102890,Same Day,SG-20470,Sheri Gordon,Consumer,United States,New York City,New York,10011,East,FUR-TA-10000577,Furniture,Tables,1044.63,5,0.4,-295.9784999999999,268.1217,348.21,2021-06-30,2021-06-30,FUR,TA,10000577,2833,SG-20470,2021-06-30,4
26,CA-2018-127446,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,FUR-TA-10000577,Furniture,Tables,1218.735,5,0.2999999999999999,-121.87349999999988,268.1217,348.21,2018-11-25,2018-11-30,FUR,TA,10000577,3102,MC-17590,2018-11-25,4
27,CA-2020-142958,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,90503,West,FUR-TA-10000577,Furniture,Tables,1114.272,4,0.2,41.78520000000003,268.1217,348.21,2020-12-13,2020-12-20,FUR,TA,10000577,4331,RW-19630,2020-12-13,4
28,CA-2019-150875,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Boise,Idaho,83704,West,FUR-TA-10000577,Furniture,Tables,696.42,2,0.0,160.1766,268.1217,348.21,2019-11-16,2019-11-20,FUR,TA,10000577,4731,HK-14890,2019-11-16,4
29,US-2021-113992,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Plano,Texas,75023,Central,FUR-TA-10000577,Furniture,Tables,974.9879999999998,4,0.2999999999999999,-97.49879999999996,268.1217,348.21,2021-12-14,2021-12-19,FUR,TA,10000577,4010,LC-16885,2021-12-14,4
30,CA-2019-122266,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Daytona Beach,Florida,32114,South,FUR-TA-10000577,Furniture,Tables,191.5155,1,0.45,-76.6062,268.1217,348.21,2019-04-26,2019-04-30,FUR,TA,10000577,4750,SA-20830,2019-04-26,4
31,US-2019-108966,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Fort Lauderdale,Florida,33311,South,OFF-ST-10000760,Office Supplies,Storage,22.368,2,0.2,2.516399999999999,9.9258,13.98,2019-10-11,2019-10-18,OFF,ST,10000760,85,SO-20335,2019-10-11,5
32,CA-2020-124149,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,43130,East,OFF-ST-10000760,Office Supplies,Storage,55.92,5,0.2,6.291,9.9258,13.98,2020-04-23,2020-04-26,OFF,ST,10000760,4292,MJ-17740,2020-04-23,5
33,US-2018-150532,Standard Class,PB-19150,Philip Brown,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10000760,Office Supplies,Storage,55.92,5,0.2,6.291,9.9258,13.98,2018-07-14,2018-07-21,OFF,ST,10000760,1542,PB-19150,2018-07-14,5
34,CA-2018-167927,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10000760,Office Supplies,Storage,13.98,1,0.0,4.0542,9.9258,13.98,2018-01-20,2018-01-26,OFF,ST,10000760,607,XP-21865,2018-01-20,5
35,US-2021-123862,Second Class,JF-15190,Jamie Frazer,Consumer,United States,Long Beach,California,90805,West,OFF-ST-10000760,Office Supplies,Storage,153.78,11,0.0,44.5962,9.9258,13.98,2021-01-07,2021-01-09,OFF,ST,10000760,2494,JF-15190,2021-01-07,5
36,CA-2018-115812,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10001487,Furniture,Furnishings,48.86,7,0.0,14.1694,4.9558,6.98,2018-06-09,2018-06-14,FUR,FU,10001487,97,BH-11710,2018-06-09,6
37,CA-2021-105235,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,FUR-FU-10001487,Furniture,Furnishings,20.94,3,0.0,6.0726,4.9558,6.98,2021-12-05,2021-12-11,FUR,FU,10001487,2856,SM-20950,2021-12-05,6
38,CA-2021-125913,Same Day,JO-15145,Jack O'Briant,Corporate,United States,Los Angeles,California,90008,West,FUR-FU-10001487,Furniture,Furnishings,27.92,4,0.0,8.096799999999998,4.9558,6.98,2021-01-16,2021-01-16,FUR,FU,10001487,3031,JO-15145,2021-01-16,6
39,CA-2019-103135,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,FUR-FU-10001487,Furniture,Furnishings,20.94,3,0.0,6.0726,4.9558,6.98,2019-07-24,2019-07-28,FUR,FU,10001487,3243,SS-20515,2019-07-24,6
40,CA-2018-130449,First Class,VP-21760,Victoria Pisteka,Corporate,United States,San Francisco,California,94109,West,FUR-FU-10001487,Furniture,Furnishings,41.88,6,0.0,12.1452,4.9558,6.98,2018-09-06,2018-09-09,FUR,FU,10001487,305,VP-21760,2018-09-06,6
41,CA-2018-115812,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,OFF-AR-10002833,Office Supplies,Art,7.28,4,0.0,1.9656,1.3286,1.82,2018-06-09,2018-06-14,OFF,AR,10002833,97,BH-11710,2018-06-09,7
42,CA-2021-101483,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AR-10002833,Office Supplies,Art,4.368,3,0.2,0.3822000000000001,1.3286,1.82,2021-07-29,2021-08-01,OFF,AR,10002833,4030,AG-10675,2021-07-29,7
43,CA-2018-145212,Standard Class,DC-12850,Dan Campbell,Consumer,United States,New York City,New York,10011,East,OFF-AR-10002833,Office Supplies,Art,5.46,3,0.0,1.4742,1.3286,1.82,2018-09-13,2018-09-19,OFF,AR,10002833,2844,DC-12850,2018-09-13,7
44,CA-2018-102274,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AR-10002833,Office Supplies,Art,5.46,3,0.0,1.4742,1.3286,1.82,2018-11-21,2018-11-26,OFF,AR,10002833,2661,DH-13075,2018-11-21,7
45,CA-2018-152849,Standard Class,DW-13195,David Wiener,Corporate,United States,Knoxville,Tennessee,37918,South,OFF-AR-10002833,Office Supplies,Art,4.368,3,0.2,0.3822000000000001,1.3286,1.82,2018-07-05,2018-07-12,OFF,AR,10002833,3526,DW-13195,2018-07-05,7
46,CA-2020-132899,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New York City,New York,10009,East,OFF-AR-10002833,Office Supplies,Art,3.64,2,0.0,0.9828,1.3286,1.82,2020-04-07,2020-04-11,OFF,AR,10002833,985,SF-20200,2020-04-07,7
47,CA-2018-115812,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10002275,Technology,Phones,907.152,6,0.2,90.71520000000004,136.0728,188.99,2018-06-09,2018-06-14,TEC,PH,10002275,97,BH-11710,2018-06-09,8
48,CA-2020-111913,Second Class,LC-16930,Linda Cazamias,Corporate,United States,Sacramento,California,95823,West,TEC-PH-10002275,Technology,Phones,302.384,2,0.2,30.23840000000001,136.0728,188.99,2020-08-04,2020-08-06,TEC,PH,10002275,4139,LC-16930,2020-08-04,8
49,CA-2020-129868,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004,West,TEC-PH-10002275,Technology,Phones,302.384,2,0.2,30.23840000000001,136.0728,188.99,2020-12-26,2020-12-31,TEC,PH,10002275,774,MC-18130,2020-12-26,8
50,CA-2021-157273,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10002275,Technology,Phones,604.768,4,0.2,60.47680000000003,136.0728,188.99,2021-01-30,2021-02-02,TEC,PH,10002275,1696,SZ-20035,2021-01-30,8
51,CA-2018-115812,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,OFF-BI-10003910,Office Supplies,Binders,18.504,3,0.2,5.7825,4.2405,7.71,2018-06-09,2018-06-14,OFF,BI,10003910,97,BH-11710,2018-06-09,9
52,CA-2020-103730,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10003910,Office Supplies,Binders,30.84,4,0.0,13.878,4.2405,7.71,2020-06-12,2020-06-15,OFF,BI,10003910,1520,SC-20725,2020-06-12,9
53,US-2021-139465,First Class,MR-17545,Mathew Reese,Home Office,United States,New York City,New York,10024,East,OFF-BI-10003910,Office Supplies,Binders,37.008,6,0.2,11.565,4.2405,7.71,2021-08-27,2021-08-30,OFF,BI,10003910,628,MR-17545,2021-08-27,9
54,CA-2021-104220,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,OFF-BI-10003910,Office Supplies,Binders,7.71,1,0.0,3.4695,4.2405,7.71,2021-01-30,2021-02-05,OFF,BI,10003910,4375,BV-11245,2021-01-30,9
55,CA-2021-168900,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Springfield,Ohio,45503,East,OFF-BI-10003910,Office Supplies,Binders,2.313,1,0.6999999999999998,-1.927499999999999,4.2405,7.71,2021-05-04,2021-05-09,OFF,BI,10003910,4264,SH-20395,2021-05-04,9
56,CA-2018-137351,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10003910,Office Supplies,Binders,43.176,7,0.2,13.4925,4.2405,7.71,2018-09-30,2018-10-04,OFF,BI,10003910,1656,DB-13615,2018-09-30,9
57,CA-2020-151155,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Jackson,Mississippi,39212,South,OFF-BI-10003910,Office Supplies,Binders,15.42,2,0.0,6.939,4.2405,7.71,2020-12-20,2020-12-24,OFF,BI,10003910,2708,AB-10255,2020-12-20,9
58,CA-2021-123043,Standard Class,AH-10195,Alan Haines,Corporate,United States,New York City,New York,10024,East,OFF-BI-10003910,Office Supplies,Binders,24.672,4,0.2,7.71,4.2405,7.71,2021-08-24,2021-08-29,OFF,BI,10003910,677,AH-10195,2021-08-24,9
59,CA-2021-147354,Standard Class,KB-16315,Karl Braun,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10003910,Office Supplies,Binders,30.84,5,0.2,9.6375,4.2405,7.71,2021-03-09,2021-03-13,OFF,BI,10003910,3054,KB-16315,2021-03-09,9
60,CA-2020-131744,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003910,Office Supplies,Binders,4.626,2,0.6999999999999998,-3.854999999999999,4.2405,7.71,2020-06-18,2020-06-20,OFF,BI,10003910,1905,SC-20770,2020-06-18,9
61,CA-2018-115812,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,OFF-AP-10002892,Office Supplies,Appliances,114.9,5,0.0,34.46999999999999,16.086,22.98,2018-06-09,2018-06-14,OFF,AP,10002892,97,BH-11710,2018-06-09,10
62,CA-2019-120810,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10009,East,OFF-AP-10002892,Office Supplies,Appliances,68.94,3,0.0,20.682,16.086,22.98,2019-07-23,2019-07-27,OFF,AP,10002892,928,TH-21550,2019-07-23,10
63,CA-2018-152422,Second Class,BD-11635,Brian Derr,Consumer,United States,Columbus,Ohio,43229,East,OFF-AP-10002892,Office Supplies,Appliances,91.92,5,0.2,11.48999999999999,16.086,22.98,2018-10-05,2018-10-10,OFF,AP,10002892,1495,BD-11635,2018-10-05,10
64,CA-2020-155978,Same Day,TS-21205,Thomas Seio,Corporate,United States,Riverside,California,92503,West,OFF-AP-10002892,Office Supplies,Appliances,45.96,2,0.0,13.788,16.086,22.98,2020-08-01,2020-08-01,OFF,AP,10002892,4327,TS-21205,2020-08-01,10
65,CA-2020-116603,Standard Class,AT-10735,Annie Thurman,Consumer,United States,New York City,New York,10024,East,OFF-AP-10002892,Office Supplies,Appliances,45.96,2,0.0,13.788,16.086,22.98,2020-07-17,2020-07-22,OFF,AP,10002892,707,AT-10735,2020-07-17,10
66,CA-2018-128524,First Class,MZ-17515,Mary Zewe,Corporate,United States,Seattle,Washington,98115,West,OFF-AP-10002892,Office Supplies,Appliances,22.98,1,0.0,6.893999999999998,16.086,22.98,2018-11-11,2018-11-13,OFF,AP,10002892,1767,MZ-17515,2018-11-11,10
67,US-2020-151260,First Class,SC-20695,Steve Chapman,Corporate,United States,Springfield,Ohio,45503,East,OFF-AP-10002892,Office Supplies,Appliances,73.536,4,0.2,9.191999999999991,16.086,22.98,2020-12-11,2020-12-14,OFF,AP,10002892,4275,SC-20695,2020-12-11,10
68,CA-2018-115812,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,FUR-TA-10001539,Furniture,Tables,1706.184,9,0.2,85.3091999999998,180.0972,236.97,2018-06-09,2018-06-14,FUR,TA,10001539,97,BH-11710,2018-06-09,11
69,CA-2021-147277,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Akron,Ohio,44312,East,FUR-TA-10001539,Furniture,Tables,284.364,2,0.4,-75.83040000000005,180.0972,236.97,2021-10-20,2021-10-24,FUR,TA,10001539,2082,EB-13705,2021-10-20,11
70,CA-2018-142839,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10001539,Furniture,Tables,853.0919999999999,6,0.4,-227.49120000000016,180.0972,236.97,2018-08-16,2018-08-20,FUR,TA,10001539,2436,TS-21610,2018-08-16,11
71,CA-2019-139584,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East,FUR-TA-10001539,Furniture,Tables,284.364,2,0.4,-75.83040000000005,180.0972,236.97,2019-08-24,2019-08-28,FUR,TA,10001539,924,EM-13810,2019-08-24,11
72,US-2021-109253,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,West,FUR-TA-10001539,Furniture,Tables,568.7280000000001,3,0.2,28.43639999999993,180.0972,236.97,2021-08-21,2021-08-22,FUR,TA,10001539,3490,PR-18880,2021-08-21,11
73,CA-2018-145800,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Buffalo Grove,Illinois,60089,Central,FUR-TA-10001539,Furniture,Tables,355.455,3,0.5,-184.8366,180.0972,236.97,2018-05-30,2018-06-05,FUR,TA,10001539,4878,SS-20410,2018-05-30,11
74,CA-2020-132066,Standard Class,NB-18655,Nona Balk,Corporate,United States,New York City,New York,10011,East,FUR-TA-10001539,Furniture,Tables,142.182,1,0.4,-37.91520000000003,180.0972,236.97,2020-10-16,2020-10-20,FUR,TA,10001539,2903,NB-18655,2020-10-16,11
75,CA-2021-151225,First Class,JM-15655,Jim Mitchum,Corporate,United States,Los Angeles,California,90032,West,FUR-TA-10001539,Furniture,Tables,189.576,1,0.2,9.478799999999978,180.0972,236.97,2021-10-27,2021-10-29,FUR,TA,10001539,142,JM-15655,2021-10-27,11
76,CA-2020-126732,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,90036,West,FUR-TA-10001539,Furniture,Tables,568.7280000000001,3,0.2,28.43639999999993,180.0972,236.97,2020-09-02,2020-09-06,FUR,TA,10001539,81,LR-16915,2020-09-02,11
77,CA-2018-115812,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10002033,Technology,Phones,911.424,4,0.2,68.35680000000002,210.7668,284.82,2018-06-09,2018-06-14,TEC,PH,10002033,97,BH-11710,2018-06-09,12
78,US-2018-117135,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,TEC-PH-10002033,Technology,Phones,284.82,1,0.0,74.0532,210.7668,284.82,2018-06-21,2018-06-23,TEC,PH,10002033,4135,NP-18325,2018-06-21,12
79,CA-2019-137974,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,TEC-PH-10002033,Technology,Phones,569.64,2,0.0,148.1064,210.7668,284.82,2019-04-16,2019-04-18,TEC,PH,10002033,4136,LL-16840,2019-04-16,12
80,US-2021-130687,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Edmonds,Washington,98026,West,TEC-PH-10002033,Technology,Phones,455.712,2,0.2,34.17840000000001,210.7668,284.82,2021-09-07,2021-09-10,TEC,PH,10002033,4511,PF-19225,2021-09-07,12
81,CA-2021-114412,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Concord,North Carolina,28027,South,OFF-PA-10002365,Office Supplies,Paper,15.552,3,0.2,5.4432,3.3696,6.48,2021-04-15,2021-04-20,OFF,PA,10002365,155,AA-10480,2021-04-15,13
82,CA-2019-105102,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,OFF-PA-10002365,Office Supplies,Paper,12.96,2,0.0,6.220800000000001,3.3696,6.48,2019-09-15,2019-09-19,OFF,PA,10002365,1346,BM-11575,2019-09-15,13
83,CA-2019-124653,First Class,DB-13120,David Bremer,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10002365,Office Supplies,Paper,12.96,2,0.0,6.220800000000001,3.3696,6.48,2019-12-24,2019-12-26,OFF,PA,10002365,3412,DB-13120,2019-12-24,13
84,CA-2018-158442,Same Day,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217,Central,OFF-PA-10002365,Office Supplies,Paper,15.552,3,0.2,5.4432,3.3696,6.48,2018-03-17,2018-03-17,OFF,PA,10002365,3986,AZ-10750,2018-03-17,13
85,CA-2018-113271,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10002365,Office Supplies,Paper,32.40000000000001,5,0.0,15.552,3.3696,6.48,2018-07-09,2018-07-14,OFF,PA,10002365,1167,DS-13030,2018-07-09,13
86,CA-2020-161389,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10003656,Office Supplies,Binders,407.97600000000006,3,0.2,132.5921999999999,91.7946,169.99,2020-12-05,2020-12-10,OFF,BI,10003656,160,IM-15070,2020-12-05,14
87,CA-2018-122336,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,509.9700000000001,10,0.6999999999999998,-407.976,91.7946,169.99,2018-04-13,2018-04-17,OFF,BI,10003656,343,JD-15895,2018-04-13,14
88,CA-2019-122210,Standard Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003656,Office Supplies,Binders,152.991,3,0.6999999999999998,-122.3928,91.7946,169.99,2019-11-30,2019-12-04,OFF,BI,10003656,1844,WB-21850,2019-11-30,14
89,US-2018-159926,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,50.99700000000001,1,0.6999999999999998,-40.7976,91.7946,169.99,2018-11-18,2018-11-22,OFF,BI,10003656,360,CS-11950,2018-11-18,14
90,US-2021-148362,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10003656,Office Supplies,Binders,169.99,1,0.0,78.19539999999998,91.7946,169.99,2021-07-01,2021-07-08,OFF,BI,10003656,2997,KF-16285,2021-07-01,14
91,CA-2020-100244,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003656,Office Supplies,Binders,271.984,2,0.2,88.39479999999996,91.7946,169.99,2020-09-20,2020-09-24,OFF,BI,10003656,1120,GM-14695,2020-09-20,14
92,CA-2020-144309,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Watertown,New York,13601,East,OFF-BI-10003656,Office Supplies,Binders,679.96,5,0.2,220.987,91.7946,169.99,2020-12-10,2020-12-16,OFF,BI,10003656,3094,CM-12235,2020-12-10,14
93,CA-2021-147032,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Wilmington,Delaware,19805,East,OFF-BI-10003656,Office Supplies,Binders,849.95,5,0.0,390.977,91.7946,169.99,2021-07-31,2021-08-04,OFF,BI,10003656,1528,LB-16795,2021-07-31,14
